sciname,iucn_sid,am_sid,area_iucn,area_am,dist_align,area_ratio,spp_group_text,reviewed,occurcells,n_spp,quad,common,name
Pagrus caeruleostictus,170159,Fis-25173,3890037.3,2996276.6,75.687,77.024,Seabreams/Porgies,FALSE,163,92,q1,Bluespotted Seabream,Bluespotted Seabream
Lithognathus mormyrus,170160,Fis-23177,6629313.2,6801963.7,59.615,97.462,Seabreams/Porgies,FALSE,157,92,q3,Sand Steenbras,Sand Steenbras
Pagellus bellottii,170162,Fis-29463,2054536,1288381.9,93.606,62.709,Seabreams/Porgies,FALSE,137,92,q1,Red Pandora,Red Pandora
Rhabdosargus thorpei,170164,Fis-32587,651644.7,595696,40.305,91.414,Seabreams/Porgies,TRUE,19,92,q3,Bigeye Stumpnose,Bigeye Stumpnose
Rhabdosargus haffara,170165,Fis-26883,842531,1602544,71.989,52.575,Seabreams/Porgies,FALSE,22,92,q2,Haffara Seabream,Haffara Seabream
Dentex maroccanus,170166,Fis-31009,3296010.5,4110561.6,70.609,80.184,Seabreams/Porgies,TRUE,104,92,q1,Morocco Dentex,Morocco Dentex
Pagrus major,170167,Fis-23093,8431293.7,1709137.5,71.523,20.271,Seabreams/Porgies,FALSE,33,92,q2,Red Seabream,Red Seabream
Stenotomus chrysops,170168,Fis-23283,778226.7,893395.4,59.691,87.109,Seabreams/Porgies,FALSE,186,92,q3,Scup,Scup
Sarpa salpa,170169,Fis-22952,5479468.6,2970507.7,88.841,54.212,Seabreams/Porgies,FALSE,170,92,q2,Salema,Salema
Spondyliosoma emarginatum,170172,Fis-25688,317531.5,767432.1,40.552,41.376,Seabreams/Porgies,TRUE,48,92,q4,Steentjie Seabream,Steentjie Seabream
Sparidentex hasta,170174,Fis-8229,547024.3,1669974.1,75.075,32.756,Seabreams/Porgies,FALSE,11,92,q2,Sobaity Seabream,Sobaity Seabream
Dentex abei,170176,Fis-161802,607300.6,2308154.3,32.082,26.311,Seabreams/Porgies,FALSE,5,92,q4,Yellowfin Sea Bream,Yellowfin Sea Bream
Calamus nodosus,170178,Fis-29748,989037.6,1647631,77.506,60.028,Seabreams/Porgies,FALSE,72,92,q1,Knobbed Porgy,Knobbed Porgy
Acanthopagrus chinshira,170179,Fis-160906,69974.6,677622.3,72.133,10.326,Seabreams/Porgies,FALSE,5,92,q2,Okinawan Yellow-Fin Seabream,Okinawan Yellow-Fin Seabream
Stenotomus caprinus,170180,Fis-30675,1046822.6,1513631.3,78.594,69.16,Seabreams/Porgies,FALSE,127,92,q1,Longspine Porgy,Longspine Porgy
Acanthopagrus palmaris,170181,Fis-26856,635666.8,850938.4,65.657,74.702,Seabreams/Porgies,FALSE,7,92,q1,North West Black Bream,North West Black Bream
Calamus proridens,170182,Fis-29749,1654494.7,2477252.5,57.782,66.787,Seabreams/Porgies,FALSE,52,92,q3,Littlehead Porgy,Littlehead Porgy
Chrysoblephus cristiceps,170183,Fis-25945,274378.8,356843.4,50.825,76.891,Seabreams/Porgies,FALSE,48,92,q3,Daggerhead Seabream,Daggerhead Seabream
Polysteganus praeorbitalis,170184,Fis-25686,317055.8,284750.5,33.591,89.811,Seabreams/Porgies,FALSE,3,92,q3,Scotsman Seabream,Scotsman Seabream
Dentex gibbosus,170186,Fis-25172,4241102.5,2854885.3,85.898,67.315,Seabreams/Porgies,TRUE,166,92,q1,Pink Dentex,Pink Dentex
Calamus campechanus,170187,Fis-29745,477462.1,1593791.7,67.788,29.958,Seabreams/Porgies,FALSE,6,92,q2,Campeche Porgy,Campeche Porgy
Acanthopagrus butcheri,170189,Fis-29194,823402.8,1140599.1,66.607,72.19,Seabreams/Porgies,FALSE,82,92,q1,Southern Black Bream,Southern Black Bream
Calamus bajonado,170190,Fis-23403,5738128.2,4418347.6,82.725,77,Seabreams/Porgies,FALSE,129,92,q1,Jolthead Porgy,Jolthead Porgy
Argyrops bleekeri,170191,Fis-32670,5717346.9,12978434.7,68.79,44.053,Seabreams/Porgies,FALSE,32,92,q2,Taiwan Tai,Taiwan Tai
Dentex canariensis,170192,Fis-31010,1618362.4,1149654.7,89.865,71.038,Seabreams/Porgies,FALSE,116,92,q1,Canary Dentex,Canary Dentex
Chrysoblephus anglicus,170194,Fis-25681,319587,355446.5,53.798,89.911,Seabreams/Porgies,FALSE,24,92,q3,Englishman Seabream,Englishman Seabream
Oblada melanura,170197,Fis-23197,5125144.1,2378045,98.082,46.4,Seabreams/Porgies,FALSE,111,92,q2,Saddled Seabream,Saddled Seabream
Rhabdosargus sarba,170198,Fis-25587,21019981.9,14773592.1,84.729,70.284,Seabreams/Porgies,FALSE,140,92,q1,Goldlined Seabream,Goldlined Seabream
Pachymetopon aeneum,170201,Fis-25943,314484.5,91651.3,74.448,29.143,Seabreams/Porgies,FALSE,31,92,q2,Blue Hottentot,Blue Hottentot
Rhabdosargus holubi,170203,Fis-25687,385941.1,671498.3,41.742,57.475,Seabreams/Porgies,FALSE,47,92,q3,Cape Stumpnose,Cape Stumpnose
Cymatoceps nasutus,170204,Fis-25684,275257,329506.2,48.925,83.536,Seabreams/Porgies,FALSE,45,92,q3,Black Musselcracker,Black Musselcracker
Calamus pennatula,170205,Fis-22263,5156462.8,3374305.9,84.1,65.438,Seabreams/Porgies,FALSE,93,92,q1,Pluma Porgy,Pluma Porgy
Calamus penna,170207,Fis-23405,5215805.9,3152664.6,89.083,60.444,Seabreams/Porgies,FALSE,95,92,q1,Sheepshead Porgy,Sheepshead Porgy
Pachymetopon grande,170208,Fis-25685,237882.9,1123417.7,51.723,21.175,Seabreams/Porgies,FALSE,41,92,q4,Bronze Seabream,Bronze Seabream
Pterogymnus laniarius,170213,Fis-23234,241348.3,538196,65.36,44.844,Seabreams/Porgies,FALSE,74,92,q2,Panga Seabream,Panga Seabream
Diplodus noct,170214,Fis-26858,619229.7,2422892.5,70.005,25.557,Seabreams/Porgies,FALSE,20,92,q2,Red Sea Seabream,Red Sea Seabream
Polysteganus coeruleopunctatus,170215,Fis-32586,2555873.3,2987141.9,58.168,85.563,Seabreams/Porgies,FALSE,30,92,q3,Blueskin Seabream,Blueskin Seabream
Crenidens crenidens,170216,Fis-26772,1892417.8,2650218.2,54.971,71.406,Seabreams/Porgies,FALSE,42,92,q3,Karanteen Seabream,Karanteen Seabream
Boopsoidea inornata,170218,Fis-31414,255340,643945.5,48.241,39.652,Seabreams/Porgies,FALSE,37,92,q4,Fransmadam,Fransmadam
Pagrus auriga,170220,Fis-31224,3613282.6,2654878.8,70.983,73.476,Seabreams/Porgies,FALSE,102,92,q1,Redbanded Seabream,Redbanded Seabream
Cheimerius nufar,170221,Fis-23091,4685509.7,5271251.2,57.048,88.888,Seabreams/Porgies,FALSE,59,92,q3,Santer Seabream,Santer Seabream
Diplodus bellottii,170222,Fis-26835,825604.1,618626.4,72.843,74.93,Seabreams/Porgies,FALSE,13,92,q1,Senegal Seabream,Senegal Seabream
Archosargus probatocephalus,170223,Fis-23013,5475186.5,3178977,72.031,58.062,Seabreams/Porgies,FALSE,168,92,q1,Sheepshead,Sheepshead
Pagellus erythrinus,170224,Fis-23208,4812434.1,3988154,79.654,82.872,Seabreams/Porgies,FALSE,178,92,q1,Common Pandora,Common Pandora
Rhabdosargus globiceps,170225,Fis-23238,558955.1,751133.4,54.572,74.415,Seabreams/Porgies,FALSE,58,92,q3,White Stumpnose,White Stumpnose
Sparodon durbanensis,170226,Fis-25593,273885.1,1408395.8,58.092,19.447,Seabreams/Porgies,FALSE,36,92,q4,Musselcracker Seabream,Musselcracker Seabream
Dentex fourmanoiri,170227,Fis-149383,365166.2,1890821.9,40.155,19.313,Seabreams/Porgies,FALSE,5,92,q4,Null,Dentex fourmanoiri
Pagellus acarne,170229,Fis-23206,4416864.8,3785908.4,74.92,85.715,Seabreams/Porgies,FALSE,171,92,q1,Axillary Seabream,Axillary Seabream
Argyrozona argyrozona,170231,Fis-23018,226122.5,137940.8,81.337,61.003,Seabreams/Porgies,FALSE,53,92,q1,Carpenter Seabream,Carpenter Seabream
Dentex macrophthalmus,170232,Fis-23109,4104282.8,3003877.8,85.834,73.189,Seabreams/Porgies,FALSE,150,92,q1,Large-Eye Dentex,Large-Eye Dentex
Calamus leucosteus,170233,Fis-29747,1226386.8,1743540.6,79.182,70.339,Seabreams/Porgies,FALSE,107,92,q1,Whitebone Porgy,Whitebone Porgy
Argyrops spinifer,170238,Fis-23015,18714574.6,17750050.9,72.996,94.846,Seabreams/Porgies,FALSE,188,92,q1,King Soldier Bream,King Soldier Bream
Acanthopagrus bifasciatus,170239,Fis-25176,1739356.5,1068606.9,94.414,61.437,Seabreams/Porgies,FALSE,27,92,q1,Twobar Seabream,Twobar Seabream
Pagrus africanus,170241,Fis-31225,1554227.3,689462.8,99.558,44.36,Seabreams/Porgies,FALSE,91,92,q2,Southern Common Seabream,Southern Common Seabream
Pagellus bogaraveo,170244,Fis-23207,4692871,3895496.3,79.445,83.009,Seabreams/Porgies,FALSE,150,92,q1,Blackspot Seabream,Blackspot Seabream
Dentex dentex,170245,Fis-23108,3863512.2,1886204,90.727,48.821,Seabreams/Porgies,TRUE,124,92,q2,Common Dentex,Common Dentex
Virididentex acromegalus,170246,Fis-26846,218835.6,41484.9,100,18.957,Seabreams/Porgies,FALSE,5,92,q2,Bulldog Dentex,Bulldog Dentex
Petrus rupestris,170247,Fis-23217,298329.9,96903.6,70.413,32.482,Seabreams/Porgies,FALSE,33,92,q2,Red Steenbras,Red Steenbras
Polyamblyodon germanum,170248,Fis-26774,206165.4,527051,50.058,39.117,Seabreams/Porgies,FALSE,22,92,q4,German Seabream,German Seabream
Calamus calamus,170249,Fis-23404,5412584,3614855.3,89.659,66.786,Seabreams/Porgies,FALSE,87,92,q1,Saucereye Porgy,Saucereye Porgy
Lagodon rhomboides,170250,Fis-24727,1800734.4,1505119.4,74.905,83.584,Seabreams/Porgies,FALSE,233,92,q1,Pinfish,Pinfish
Boops boops,170251,Fis-22849,7200795.6,5310976.2,92.085,73.755,Seabreams/Porgies,TRUE,325,92,q1,Bogue,Bogue
Argyrops filamentosus,170252,Fis-25174,3518580.3,2768447.5,66.476,78.681,Seabreams/Porgies,FALSE,34,92,q1,Soldierbream,Soldierbream
Sparus aurata,170253,Fis-6123,4102523.7,3717658.9,69.095,90.619,Seabreams/Porgies,TRUE,107,92,q1,Gilthead Seabream,Gilthead Seabream
Chrysoblephus gibbiceps,170256,Fis-25946,176936.2,312157.1,41.751,56.682,Seabreams/Porgies,FALSE,49,92,q3,Red Stumpnose Seabream,Red Stumpnose Seabream
Acanthopagrus australis,170257,Fis-26855,542815.8,739795.2,60.74,73.374,Seabreams/Porgies,FALSE,47,92,q3,Surf Bream,Surf Bream
Spondyliosoma cantharus,170258,Fis-23826,7283992.7,5416888.8,87.984,74.367,Seabreams/Porgies,FALSE,290,92,q1,Black Seabream,Black Seabream
Chrysoblephus puniceus,170259,Fis-25683,199511,807530.6,54.263,24.706,Seabreams/Porgies,FALSE,50,92,q4,Slinger Seabream,Slinger Seabream
Diplodus annularis,170260,Fis-23475,3791095.7,2164178.7,96.943,57.086,Seabreams/Porgies,FALSE,155,92,q1,Annular Seabream,Annular Seabream
Diplodus vulgaris,170261,Fis-23480,3815993.2,3111824.2,70.449,81.547,Seabreams/Porgies,FALSE,156,92,q1,Common Two-Banded Seabream,Common Two-Banded Seabream
Diplodus puntazzo,170262,Fis-23478,4261347.9,2422495.5,82.108,56.848,Seabreams/Porgies,FALSE,68,92,q1,Sharpsnout Seabream,Sharpsnout Seabream
Acanthopagrus latus,170263,Fis-26067,1655943.1,9007776.1,58.134,18.383,Seabreams/Porgies,TRUE,31,92,q4,Yellowfin Seabream,Yellowfin Seabream
Diplodus holbrookii,170264,Fis-16392,853611.1,473516.1,72.957,55.472,Seabreams/Porgies,FALSE,55,92,q1,Spottail Seabream,Spottail Seabream
Polysteganus baissaci,170265,Fis-35835,708816.4,663899.2,22.057,93.663,Seabreams/Porgies,FALSE,3,92,q3,Frenchman Seabream,Frenchman Seabream
Acanthopagrus berda,170266,Fis-25680,6293393.6,9069326.2,34.203,69.392,Seabreams/Porgies,TRUE,80,92,q3,Goldsilk Seabream,Goldsilk Seabream
Diplodus omanensis,170273,Fis-165278,155845.7,71801.3,51.861,46.072,Seabreams/Porgies,FALSE,3,92,q4,Oman Porgy,Oman Porgy
Omobranchus zebra,172376,Fis-56917,1454464.4,6256388.9,59.953,23.248,Combtooth Blennies,FALSE,17,269,q4,Null,Omobranchus zebra
Chelonodon patoca,172416,Fis-26219,15829528.5,12134300.7,60.825,76.656,Pufferfish,FALSE,211,113,q3,Milkspotted Puffer,Milkspotted Puffer
Entomacrodus vermiculatus,172447,Fis-58548,2877561.9,2940051.8,29.336,97.875,Combtooth Blennies,FALSE,31,269,q3,Vermiculated Blenny,Vermiculated Blenny
Omobranchus punctatus,172487,Fis-26596,26924843.6,11452034.7,89.934,42.533,Combtooth Blennies,TRUE,64,269,q2,Muzzled Blenny,Muzzled Blenny
Halophila spinulosa,173343,Kew-308090,7910158.1,2468369.6,84.183,31.205,Sea grasses,FALSE,3,6,q2,Fern Seagrass,Fern Seagrass
Thalassia testudinum,173346,Kew-308879,3860540.6,1988992.7,79.964,51.521,Sea grasses,FALSE,9,6,q2,Turtle Grass,Turtle Grass
Halophila decipiens,173352,SLB-159390,21552808.3,6540201.7,88.99,30.345,Sea grasses,FALSE,12,6,q2,Null,Halophila decipiens
Halodule wrightii,173372,SLB-173431,9138546.9,1357524.2,88.4,14.855,Sea grasses,FALSE,5,6,q2,Null,Halodule wrightii
Thalassodendron ciliatum,173375,Kew-293259,15078650.5,6283980.6,66.59,41.675,Sea grasses,FALSE,7,6,q2,Null,Thalassodendron ciliatum
Syringodium filiforme,173378,Kew-288211,3881837.6,1644230.7,80.735,42.357,Sea grasses,FALSE,6,6,q2,Null,Syringodium filiforme
Conocarpus erectus,178806,SLB-183508,5701952.9,1979839.3,67.329,34.722,Mangroves,FALSE,6,2,q2,Null,Conocarpus erectus
Avicennia germinans,178811,SLB-172427,5791206.1,1856774.3,68.43,32.062,Mangroves,FALSE,6,2,q2,Null,Avicennia germinans
Holothuria coronopertusa,180218,SLB-189679,39706.9,10626037.8,42.981,0.374,Sea Cucumbers,FALSE,5,44,q4,Null,Holothuria coronopertusa
Blennius ocellaris,185126,Fis-29304,2476114.6,2822982.9,70.154,87.713,Combtooth Blennies,FALSE,129,269,q1,Butterfly Blenny,Butterfly Blenny
Lipophrys trigloides,185127,Fis-49074,2477275.4,1691408.4,71.059,68.277,Combtooth Blennies,TRUE,51,269,q1,Null,Lipophrys trigloides
Spaniblennius riodourensis,185131,Fis-52186,197457.9,215469.8,64.459,91.641,Combtooth Blennies,FALSE,3,269,q1,Null,Spaniblennius riodourensis
Parablennius salensis,185136,Fis-125999,218835.6,29665.9,100,13.556,Combtooth Blennies,FALSE,4,269,q2,Null,Parablennius salensis
Parablennius dialloi,185138,Fis-143808,1388761.5,615154.8,90.625,44.295,Combtooth Blennies,FALSE,5,269,q2,Null,Parablennius dialloi
Parablennius sierraensis,185140,Fis-143809,280863.3,682489.6,67.747,41.153,Combtooth Blennies,FALSE,3,269,q2,Null,Parablennius sierraensis
Hypleurochilus aequipinnis,185141,Fis-24687,567815.3,3201462.9,42.679,17.736,Combtooth Blennies,FALSE,49,269,q4,Oyster Blenny,Oyster Blenny
Parablennius verryckeni,185145,Fis-52218,70066.8,510341.5,4.362,13.729,Combtooth Blennies,FALSE,9,269,q4,Null,Parablennius verryckeni
Hypleurochilus fissicornis,185149,Fis-127090,856314.6,1466425.1,48.695,58.395,Combtooth Blennies,FALSE,19,269,q3,Null,Hypleurochilus fissicornis
Parablennius goreensis,185153,Fis-52206,225969,440949.9,54.355,51.246,Combtooth Blennies,FALSE,5,269,q4,Null,Parablennius goreensis
Microlipophrys canevae,185156,Fis-167765,2164464.1,991118.3,93.811,45.79,Combtooth Blennies,FALSE,34,269,q2,Null,Microlipophrys canevae
Parablennius ruber,185162,Fis-49149,820926.2,641474.1,38.803,78.14,Combtooth Blennies,FALSE,24,269,q3,Portuguese Blenny,Portuguese Blenny
Coryphoblennius galerita,185165,Fis-26624,3187088.9,1874215.6,76.199,58.807,Combtooth Blennies,FALSE,82,269,q1,Montagu's Blenny,Montagu's Blenny
Aidablennius sphynx,185168,Fis-59174,2458620.8,1418981.8,78.756,57.715,Combtooth Blennies,FALSE,41,269,q1,Null,Aidablennius sphynx
Hypleurochilus langi,185170,Fis-27546,986715.4,597349.1,74.56,60.539,Combtooth Blennies,FALSE,9,269,q1,Null,Hypleurochilus langi
Salaria pavo,185175,Fis-117893,2740133.1,1866771.7,75.415,68.127,Combtooth Blennies,FALSE,64,269,q1,Peacock Blenny,Peacock Blenny
Bathyblennius antholops,185178,Fis-52180,21466.9,296813.4,71.418,7.232,Combtooth Blennies,FALSE,3,269,q2,Null,Bathyblennius antholops
Lipophrys pholis,185180,Fis-27330,1278525.7,1320635.4,43.208,96.811,Combtooth Blennies,TRUE,154,269,q3,Shanny,Shanny
Parablennius incognitus,185181,Fis-49127,2713802.5,1879847.1,64.113,69.27,Combtooth Blennies,FALSE,45,269,q1,Null,Parablennius incognitus
Blennius normani,185183,Fis-31232,1242967.8,835770.2,85.644,67.24,Combtooth Blennies,FALSE,102,269,q1,Null,Blennius normani
Parablennius tentacularis,185185,Fis-23709,2704442.1,2108030.1,65.799,77.947,Combtooth Blennies,FALSE,72,269,q1,Tentacled Blenny,Tentacled Blenny
Ophioblennius trinitatis,185191,Fis-158435,798752.8,441954.9,70.57,55.331,Combtooth Blennies,FALSE,8,269,q1,Null,Ophioblennius trinitatis
Parablennius sanguinolentus,185193,Fis-23708,2853078.4,1560441.2,82.625,54.693,Combtooth Blennies,FALSE,74,269,q2,Rusty Blenny,Rusty Blenny
Chromis enchrysura,188315,Fis-29814,3003817.6,4328811,58.179,69.391,Damselfish,FALSE,116,48,q3,Yellowtail Reeffish,Yellowtail Reeffish
Chromis chromis,188324,Fis-23437,5512619.5,2681774.6,94.697,48.648,Damselfish,FALSE,212,48,q2,Damselfish,Damselfish
Chromis cadenati,188352,Fis-34876,524043.1,661330.8,62.685,79.241,Damselfish,FALSE,73,48,q3,Cadenat's Chromis,Cadenat's Chromis
Abudefduf luridus,188419,Fis-28218,881437.3,232148.2,59.391,26.337,Damselfish,TRUE,24,48,q4,Canary Damsel,Canary Damsel
Chrysiptera unimaculata,188425,Fis-25777,19680282.1,10578478.2,69.353,53.752,Damselfish,FALSE,139,48,q2,Onespot Demoiselle,Onespot Demoiselle
Abudefduf taurus,188434,Fis-23319,4959164.7,2434783.7,77.123,49.097,Damselfish,FALSE,80,48,q2,Night Sergeant,Night Sergeant
Chromis scotti,188469,Fis-29815,4223660.9,2269433.6,82.525,53.731,Damselfish,FALSE,30,48,q2,Purple Reeffish,Purple Reeffish
Stegastes otophorus,188471,Fis-28531,806139.8,928954.2,35.364,86.779,Damselfish,FALSE,7,48,q3,Freshwater Gregory,Freshwater Gregory
Chromis limbata,188486,Fis-28235,1493986.6,992063.3,62.742,66.404,Damselfish,FALSE,26,48,q3,Azores Chromis,Azores Chromis
Stegastes planifrons,188496,Fis-24914,3492898.7,2712793.6,59.948,77.666,Damselfish,FALSE,95,48,q3,Threespot Damselfish,Threespot Damselfish
Stegastes partitus,188539,Fis-24913,3994530.2,3296265.4,69.347,82.519,Damselfish,FALSE,117,48,q1,Bicolor Damselfish,Bicolor Damselfish
Stegastes adustus,188551,Fis-149838,3562678.5,1893899.8,72.349,53.159,Damselfish,FALSE,88,48,q2,Dusky Damselfish,Dusky Damselfish
Stegastes leucostictus,188569,Fis-24912,3628057.8,3442220.4,48.547,94.878,Damselfish,FALSE,106,48,q3,Beaugregory,Beaugregory
Abudefduf saxatilis,188581,Fis-23318,6658342.5,3764107.2,74.718,56.532,Damselfish,TRUE,292,48,q1,Sergeant-Major,Sergeant-Major
Stegastes imbricatus,188586,Fis-35223,1488965.7,972015.7,71.657,65.281,Damselfish,FALSE,25,48,q1,Cape Verde Gregory,Cape Verde Gregory
Stegastes diencaeus,188592,Fis-24910,3305832.3,2905934.3,58.512,87.903,Damselfish,FALSE,65,48,q3,Longfin Damselfish,Longfin Damselfish
Chromis multilineata,188607,Fis-23438,5842291.6,4120285.5,71.909,70.525,Damselfish,FALSE,173,48,q1,Brown Chromis,Brown Chromis
Microspathodon chrysurus,188617,Fis-23636,4684584.9,2771954.7,89.202,59.172,Damselfish,FALSE,159,48,q1,Yellowtail Damselfish,Yellowtail Damselfish
Microspathodon frontatus,188622,Fis-35180,297943.4,178101.3,37.925,59.777,Damselfish,FALSE,6,48,q3,Guinean Damselfish,Guinean Damselfish
Chromis insolata,188624,Fis-24500,3957333.2,3011975,67.116,76.111,Damselfish,FALSE,53,48,q1,Sunshinefish,Sunshinefish
Canthigaster figueiredoi,190172,Fis-150213,2082880.9,745028.7,92.409,35.769,Pufferfish,FALSE,14,113,q2,Southern Atlantic Sharpnose-Puffer,Southern Atlantic Sharpnose-Puffer
Sphoeroides pachygaster,190193,Fis-25001,37284934.3,25512506.2,70.243,68.426,Pufferfish,TRUE,65,113,q1,Blunthead Puffer,Blunthead Puffer
Sphoeroides maculatus,190246,Fis-23817,1575996.8,1014148.1,80.252,64.35,Pufferfish,FALSE,168,113,q1,Northern Puffer,Northern Puffer
Lagocephalus laevigatus,190380,Fis-23579,9073321.5,6155838.4,85.85,67.845,Pufferfish,FALSE,361,113,q1,Smooth Puffer,Smooth Puffer
Lagocephalus lagocephalus,190464,Fis-136019,130432825.3,42261032.4,69.322,32.401,Pufferfish,FALSE,247,113,q2,Oceanic Puffer,Oceanic Puffer
Conus vicweei,192585,SLB-189630,447151.7,1867701.8,57.651,23.941,Cone snails,FALSE,7,126,q4,Null,Conus vicweei
Takifugu vermicularis,193598,Fis-27753,1850512.7,673581.7,77.337,36.4,Pufferfish,FALSE,14,113,q2,Purple Puffer,Purple Puffer
Arothron caeruleopunctatus,193599,Fis-35467,9283151.4,11049435.5,45.462,84.015,Pufferfish,FALSE,21,113,q3,Blue-Spotted Puffer,Blue-Spotted Puffer
Takifugu bimaculatus,193602,Fis-145529,1541186.6,3110912,36.41,49.541,Pufferfish,FALSE,6,113,q4,Null,Takifugu bimaculatus
Sphoeroides parvus,193611,Fis-30893,562985.6,1402567.5,74.223,40.14,Pufferfish,FALSE,97,113,q2,Least Puffer,Least Puffer
Takifugu rubripes,193612,Fis-26899,2382094.2,982126.1,88.811,41.23,Pufferfish,FALSE,19,113,q2,Japanese Pufferfish,Japanese Pufferfish
Torquigener vicinus,193614,Fis-134060,171108.5,415408.9,55.395,41.19,Pufferfish,FALSE,8,113,q4,Null,Torquigener vicinus
Torquigener hypselogeneion,193621,Fis-26955,12777477.8,13076641.3,45.382,97.712,Pufferfish,FALSE,74,113,q3,Orange-Spotted Toadfish,Orange-Spotted Toadfish
Lagocephalus spadiceus,193622,Fis-26889,21344106.8,16706590.1,78.856,78.273,Pufferfish,FALSE,102,113,q1,Half-Smooth Golden Pufferfish,Half-Smooth Golden Pufferfish
Canthigaster papua,193623,Fis-134077,11616504.2,6897368.2,69.089,59.376,Pufferfish,TRUE,38,113,q1,Papuan Toby,Papuan Toby
Takifugu reticularis,193624,Fis-145527,805562,478488.1,1.69,59.398,Pufferfish,FALSE,6,113,q3,Null,Takifugu reticularis
Lagocephalus suezensis,193628,Fis-134084,17016849.1,2468621.2,29.202,14.507,Pufferfish,FALSE,6,113,q4,Null,Lagocephalus suezensis
Sphoeroides spengleri,193630,Fis-23819,5831084.3,4105960.9,84.734,70.415,Pufferfish,FALSE,263,113,q1,Bandtail Puffer,Bandtail Puffer
Contusus brevicaudus,193631,Fis-127179,712719.1,837121.9,53.433,85.139,Pufferfish,FALSE,53,113,q3,Null,Contusus brevicaudus
Sphoeroides greeleyi,193632,Fis-25618,3373104.4,4496527.9,49.874,75.016,Pufferfish,FALSE,31,113,q3,Green Puffer,Green Puffer
Torquigener pleurogramma,193636,Fis-29190,1459777.9,1221720,62.214,83.692,Pufferfish,FALSE,69,113,q3,Weeping Toado,Weeping Toado
Torquigener andersonae,193637,Fis-127175,77896.3,109380,29.24,71.216,Pufferfish,FALSE,7,113,q3,Anderson's Toadfish,Anderson's Toadfish
Canthigaster axiologus,193642,Fis-133901,17561380.5,11851619.5,66.174,67.487,Pufferfish,FALSE,26,113,q1,Pacific Crown Toby,Pacific Crown Toby
Colomesus psittacus,193650,Fis-26564,1978195,3199246.2,64.578,61.833,Pufferfish,FALSE,53,113,q1,Banded Puffer,Banded Puffer
Canthigaster margaritata,193655,Fis-28622,619142.8,4494819,62.267,13.775,Pufferfish,FALSE,29,113,q4,Null,Canthigaster margaritata
Canthigaster bennetti,193656,Fis-26177,23055481.6,10661246.9,69.646,46.242,Pufferfish,FALSE,147,113,q2,Bennett's Sharpnose Puffer,Bennett's Sharpnose Puffer
Takifugu exascurus,193659,Fis-28766,318031.8,477407.9,29.426,66.616,Pufferfish,FALSE,5,113,q3,Null,Takifugu exascurus
Torquigener gloerfelti,193660,Fis-134051,1527406.1,8439992.8,72.561,18.097,Pufferfish,FALSE,5,113,q2,Null,Torquigener gloerfelti
Tetractenos glaber,193661,Fis-127185,745989.2,1797498.8,64.87,41.502,Pufferfish,FALSE,69,113,q2,Smooth Toadfish,Smooth Toadfish
Arothron meleagris,193662,Fis-26098,13891944.3,14868571.3,25.916,93.432,Pufferfish,FALSE,106,113,q3,Guineafowl Puffer,Guineafowl Puffer
Canthigaster jactator,193663,Fis-26721,682219.1,721947.8,17.478,94.497,Pufferfish,FALSE,47,113,q3,Hawaiian Whitespotted Toby,Hawaiian Whitespotted Toby
Lagocephalus lunaris,193664,Fis-26935,19699408.7,18909290.4,69.433,95.989,Pufferfish,FALSE,220,113,q1,Lunartail Puffer,Lunartail Puffer
Takifugu flavidus,193666,Fis-55124,680632.7,1044581.8,6.335,65.158,Pufferfish,FALSE,3,113,q3,Yellowbelly Pufferfish,Yellowbelly Pufferfish
Takifugu porphyreus,193667,Fis-27754,2153050.4,344108.7,70.908,15.982,Pufferfish,FALSE,12,113,q2,Null,Takifugu porphyreus
Canthigaster compressa,193669,Fis-26178,8086650.7,6988401.6,52.032,86.419,Pufferfish,FALSE,70,113,q3,Compressed Toby,Compressed Toby
Torquigener paxtoni,193670,Fis-134062,186701,766036.9,63.845,24.372,Pufferfish,FALSE,6,113,q2,Null,Torquigener paxtoni
Arothron mappa,193671,Fis-26728,16763262.2,11750935.9,59.33,70.099,Pufferfish,FALSE,72,113,q3,Map Puffer,Map Puffer
Torquigener parcuspinus,193672,Fis-34021,6460424,9332075.2,52.794,69.228,Pufferfish,FALSE,22,113,q3,Yellow-Eyed Toadfish,Yellow-Eyed Toadfish
Canthigaster amboinensis,193675,Fis-26717,18416976.8,10772412.4,51.787,58.492,Pufferfish,FALSE,127,113,q3,Spider-Eye Puffer,Spider-Eye Puffer
Omegophora armilla,193676,Fis-29189,1131390.3,1375274.5,73.256,82.267,Pufferfish,FALSE,108,113,q1,Ringed Toadfish,Ringed Toadfish
Feroxodon multistriatus,193677,Fis-28092,3626860,8569495.9,50.927,42.323,Pufferfish,FALSE,82,113,q4,Manystriped Blowfish,Manystriped Blowfish
Torquigener pallimaculatus,193678,Fis-34404,3837281,5894915.6,50.361,65.095,Pufferfish,FALSE,104,113,q3,Null,Torquigener pallimaculatus
Marilyna pleurosticta,193686,Fis-63048,1307475.9,1713544.9,62.572,76.302,Pufferfish,TRUE,45,113,q3,Null,Marilyna pleurosticta
Torquigener randalli,193689,Fis-113028,51507.3,164777.9,33.423,31.259,Pufferfish,FALSE,6,113,q4,Randall's Puffer,Randall's Puffer
